100000 100000
3 67726 81531
1 40825 91500
1 90211 47370
2 52639 29056
2 76794 16153
2 28417 44500
1 82440 84831
3 48622 87262
2 56444 24704
3 82036 36433
3 46371 90668
2 81367 58863
1 22123 73658
1 1150 61121
3 56076 70841
1 36553 70937
2 98881 63697
1 76916 56836
2 91192 38039
3 99153 47375
1 79187 27746
1 86297 25319
1 68756 74843
3 9240 66358
2 59727 8132
1 14983 15125
2 93460 19765
2 26589 75410
2 15077 62036
2 48891 17060
3 18732 48069
1 47258 30683
1 13717 82628
1 30710 44496
2 23060 367
1 84384 18158
2 2169 87279
3 65045 75075
3 829 59625
2 46584 72978
2 12740 33981
3 73037 1776
2 46378 48982
1 49243 54780
1 132 46910
3 99381 43989
1 82700 67777
3 61820 15715
1 96970 28704
1 43832 77319
2 33199 31971
2 5478 30766
3 98222 83763
1 31155 29118
3 86587 96445
2 52564 86158
3 1308 49354
3 29981 58321
3 44640 75184
2 75839 71919
3 68736 85486
1 11784 28523
1 98977 4723
1 46111 18920
1 90614 80230
3 33293 64408
2 55005 87117
3 92712 10968
3 61563 54315
1 3343 53123
1 24623 21971
1 68638 45327
1 77322 84211
2 94619 59768
1 43805 79017
3 12078 18173
3 43065 95017
3 26774 71510
1 94643 41853
1 12670 77410
3 7391 26697
3 23266 24751
2 1094 31991
2 75717 31187
3 33827 36893
2 72603 56145
2 93074 67548
1 6810 57234
2 20174 96790
3 34030 70287
3 21269 39119
3 43193 23673
1 61624 24268
2 85742 56790
1 97636 7569
1 49462 73068
3 17990 76968
2 37450 29111
1 8364 33213
1 87707 76808
2 21561 191
3 9682 98735
3 8373 40599
3 6169 93429
1 7916 31833
1 415 31491
2 50883 62741
1 65024 28581
2 38424 62721
2 98124 96245
1 74188 81735
1 97689 67404
3 81629 9582
1 6112 45594
2 59103 79129
2 36327 45165
1 5602 41216
1 30748 19094
2 16416 15306
1 52729 18243
2 71724 94070
2 34017 67894
1 27450 56198
3 65154 50805
2 86108 82970
1 194 84280
2 15008 9567
2 58685 95027
2 43147 26837
3 55120 79637
2 77738 7208
2 48950 79191
2 18133 81832
2 48873 46912
3 3323 83841
2 29785 17720
2 15455 39538
2 82364 90861
1 72128 77778
2 82954 3117
2 16356 1703
1 82721 2447
1 79077 67817
1 30717 65339
3 7277 58635
1 14833 17383
2 39457 70935
1 36057 66880
2 25141 46906
3 36097 60807
1 12819 29510
3 24768 16391
3 36785 89856
1 63527 67842
1 30279 53287
2 13923 86295
3 66098 17668
3 84427 15731
3 82683 16470
2 67817 28993
1 68958 94068
3 54875 25158
3 55217 40927
3 14424 40459
2 65803 72978
2 61649 853
2 91929 7265
2 50275 15010
2 59849 73987
2 12285 78591
2 58620 99175
2 29636 38593
2 77527 88408
2 44723 44721
1 5611 66682
1 80286 25178
3 25322 59244
3 16472 83036
1 43831 88783
1 1040 47017
2 4203 89842
1 2893 8786
2 37569 72179
2 63984 99012
2 38275 776
2 20789 9138
3 74760 74043
1 62347 97204
2 47087 92430
3 22195 13283
2 85147 12484
3 3072 82540
3 95236 55406
3 17134 82136
3 70689 55352
2 69720 81408
1 84468 57281
2 2198 53788
1 76877 78363
2 13542 6366
3 43746 7742
2 25736 76542
1 84193 51787
1 47217 52454
2 23927 85833
2 80958 4321
3 4797 79105
1 78132 11123
3 43675 94904
2 75427 12677
1 56404 44525
2 15066 44702
3 38826 63004
1 10657 74792
1 88469 79525
1 51518 90870
3 63766 6439
1 72150 10177
2 61096 99278
3 24526 99661
3 67025 532
1 92523 63456
2 18841 46992
2 4045 44326
2 84793 12801
3 41794 76032
3 92204 55893
3 77246 1660
2 79384 17122
2 20126 48560
3 27059 4663
3 74516 51674
1 63342 16091
2 30810 15261
2 10749 62328
1 20604 12426
1 61327 27903
3 56268 95118
3 71459 64742
1 55476 65436
1 31680 84835
3 44052 93407
2 79168 96579
2 92990 19560
2 75612 47300
3 34745 7174
3 7022 36945
2 77327 27466
2 48182 76620
3 33997 25437
3 1765 57863
3 19804 34543
2 12767 9228
1 55618 84919
1 15172 8932
2 3424 68807
3 43572 78950
1 73213 68991
1 93862 77328
2 24363 67575
3 69399 53338
1 70908 75906
2 85682 83561
3 34451 52080
3 4757 47038
2 91558 93386
2 2248 66954
3 68400 55403
2 96922 19982
3 73324 8036
1 60230 30663
2 27488 72892
1 53361 19896
2 477 52387
3 17947 77488
1 82378 89582
3 1188 74077
1 54863 37359
3 24631 49020
1 8257 16401
3 97759 30858
1 37618 79039
3 62542 49286
1 44638 83442
3 1709 24831
1 30091 50590
2 67896 45563
1 73623 66514
3 81426 30893
2 34374 66803
1 55512 23006
3 8559 90010
1 66935 8347
1 81539 34477
2 6475 57678
2 80511 38196
1 96276 53530
3 25113 28240
2 81699 56703
1 88567 7993
2 94167 11999
1 3342 84369
2 96037 14708
3 86051 97063
2 62161 85407
1 88712 24903
1 24971 62599
2 72576 22917
2 91620 77081
3 39573 48901
3 90936 55684
2 44647 41197
2 13823 31504
1 30996 50981
3 57732 93455
2 32817 43659
3 80169 89765
2 75224 43341
3 22416 91446
1 44426 9573
1 43346 10366
3 29617 78476
1 24325 51366
3 85534 51023
2 80037 93163
2 97016 48310
1 50047 82033
1 52193 4644
3 95159 88179
3 3883 2994
1 93487 34845
3 70835 17600
3 46660 44899
1 68916 17963
1 82465 66023
3 66231 40712
1 78926 47400
1 39403 13531
2 93462 43570
1 60554 49382
3 17667 77494
1 3823 31189
3 25018 71364
3 28595 36296
2 13822 50111
3 53891 57850
2 65015 6625
2 80377 77386
3 53365 57670
2 57430 6294
3 8674 19150
2 55097 85260
2 91390 3084
2 9948 21214
1 7801 70306
2 54395 50268
2 27007 99655
2 33154 12143
1 195 49362
1 10491 27100
3 67601 75504
1 35547 19753
1 48241 77282
3 94349 90662
3 51170 56905
1 70438 40327
1 6037 86032
2 58075 69883
2 84769 48937
2 25827 32440
2 71071 75581
3 20187 66775
3 34060 50516
3 5475 68447
1 81556 86724
2 91946 2181
1 60272 2782
1 87556 10747
1 77599 75399
2 5586 77393
2 8546 60927
1 64963 40567
2 8358 709
1 80112 74331
2 96073 67773
1 44407 20584
1 36305 1652
1 4581 28395
2 27029 56351
2 7120 21343
1 88249 10799
1 19663 57847
3 43970 43876
3 52417 16591
3 60103 43440
2 57378 55334
1 35279 97231
1 36143 55853
3 87965 54995
1 26009 90519
3 41621 21030
3 46464 61181
3 46088 20341
3 17929 55247
3 3229 28933
1 79699 5370
3 2490 33440
1 86308 93021
3 72267 14584
3 47158 2996
1 15054 49986
3 24493 17128
1 48172 10580
2 20266 99605
1 12263 1929
1 35504 17558
2 24872 7018
1 15908 56595
1 86973 32135
2 42677 39024
1 42151 51546
3 55473 73953
2 75553 71026
2 6883 27530
1 47851 77749
1 44790 65933
2 72914 51919
2 31970 68096
2 25808 39978
2 17453 77597
2 5620 86776
1 2395 11500
1 6597 20584
3 52127 82417
2 42264 3444
2 99206 28025
2 31048 75018
2 93306 19363
3 66473 26337
1 63793 26373
1 96586 63003
3 82555 34692
3 2945 26852
2 2349 38829
2 85249 44623
1 80773 95054
2 44312 60655
3 32622 42540
3 93877 89451
2 29903 47485
2 62069 69031
2 26126 22654
2 28473 92538
3 62000 8594
3 7832 18853
3 86868 29324
2 46764 84451
3 86393 75899
2 1757 59744
1 14652 84727
3 46020 51840
2 2981 68860
3 54642 12456
3 72097 21665
1 97753 81346
3 25953 8346
1 93213 17782
2 94202 26767
2 1013 30759
1 21455 68664
2 4703 59013
1 74608 29970
2 89569 18705
1 21790 81263
1 53841 64859
1 99276 333
2 70521 88601
1 68357 679
3 27333 84907
1 31512 85903
2 79837 6114
3 47733 30961
1 48546 91877
1 28827 59930
2 85302 1203
3 39800 78927
3 41212 27717
3 68073 7384
3 29757 56317
2 98028 68684
3 52065 92077
1 6744 30367
2 94707 6583
2 12647 79286
2 3012 28434
1 5564 78060
2 94822 30851
3 24310 8999
1 32138 92340
2 43916 74384
3 86063 58826
2 96094 51138
3 56270 28099
3 22626 81939
2 74240 87020
3 61939 58622
1 84563 947
3 19008 92923
3 23776 40190
1 10416 81042
1 73191 8847
2 7533 93221
1 72501 49625
2 55815 31352
2 62698 60374
3 63596 11088
1 12566 65920
1 8637 60710
3 65463 46271
2 20526 89329
3 44540 4363
3 74913 39804
2 91878 60165
2 34046 16838
1 87333 70364
2 67301 58724
3 21722 14183
3 51679 66739
2 11935 41051
2 52254 47370
1 70089 1050
3 18 25681
3 185 43067
3 20305 17521
3 95141 63544
2 35754 96497
1 77400 43371
3 11882 21706
2 31188 74583
1 84983 40309
3 81930 66569
1 54435 47784
3 71233 8277
3 36015 29940
2 13390 94852
1 12082 13034
2 42998 26270
1 21493 32991
1 84822 63982
2 49785 15091
2 5351 99198
2 71133 751
1 15010 88013
3 55845 27107
1 67456 55759
3 12955 30352
2 76515 65157
1 33171 10233
3 16849 48339
2 8824 26083
1 55905 63585
2 31675 21548
2 83523 26067
1 87497 70255
2 81330 40828
3 67839 21264
2 57901 35283
1 88911 56603
1 69800 46680
1 91649 56870
2 13869 52200
2 10809 78595
1 75397 24104
2 82550 76551
3 56215 66336
2 32367 63043
1 57273 35241
3 64928 79518
3 11560 54786
1 87727 47535
3 28079 99617
3 35644 84749
2 43015 13091
3 1284 33119
3 1783 22131
1 71691 56429
1 23243 84657
3 80401 31734
2 86752 55732
2 86970 14977
3 98651 25875
1 88863 7565
2 62197 12285
3 98775 2116
3 33111 7537
1 89001 65553
1 10579 62516
3 12256 47479
2 87675 18668
3 82053 15294
2 60046 18308
1 57373 16077
3 74577 47851
3 25518 56253
2 60007 34269
3 30086 71167
3 77836 18091
2 44893 69039
3 9859 49658
3 75675 98320
1 85643 39351
1 90372 5164
3 33007 62929
1 8198 56138
1 93539 78726
1 75437 30824
2 46862 71601
3 68182 35484
2 76648 43622
2 77434 14906
2 68715 14469
2 47546 52870
2 14843 43340
3 8901 85303
2 47017 94585
2 58427 32095
1 56329 79816
3 26375 26210
2 9160 51270
3 61527 36038
2 6173 20713
3 36912 74924
3 25429 44477
3 68624 46592
1 41793 3371
2 54525 77113
2 2164 42249
3 16948 120
1 76168 22984
3 7473 11855
1 19849 41973
2 37561 1185
3 23198 96515
1 84538 39816
3 85132 31414
3 74445 64770
3 1540 33620
2 47298 33746
3 74368 26167
1 94875 51989
1 36865 54479
1 7008 73767
2 7243 17441
1 7350 73587
1 41522 43531
2 75723 93796
2 85218 34232
2 40548 143
2 74654 80393
3 56817 44944
3 4040 98232
2 29843 29236
1 2161 28316
2 23367 57438
1 70120 29976
1 50461 67128
2 26628 58026
2 29138 45446
3 11565 22093
3 98072 53219
2 51591 38964
1 90408 5331
2 21133 82224
2 94851 5552
3 8910 32043
3 90877 88984
1 52977 79104
1 90077 25202
1 75694 82482
1 67764 56337
3 51559 36390
3 95801 31748
1 45825 16066
3 62639 16456
3 55238 21921
1 13785 62612
2 32364 88924
3 5317 88908
2 27879 87212
3 41993 57857
2 16487 76741
2 52625 94151
2 3088 29861
2 12659 65472
2 13624 22992
3 49256 39074
3 91154 56298
2 72222 8044
3 35802 38060
1 2385 99616
2 82229 64465
2 79626 77830
3 41605 63028
1 71264 93617
3 26226 94174
2 7425 70563
1 78893 80028
2 49973 27551
1 99482 30574
3 71870 25790
2 92800 90453
3 89635 50580
2 26542 55384
2 1122 71689
3 18623 94396
2 61818 56133
1 19288 99578
3 15082 16803
1 99643 62215
3 41009 70756
3 35343 3282
1 5275 73092
1 42404 40476
1 66598 46155
1 60628 43680
1 22158 81487
2 33022 70115
2 62041 75383
1 582 33386
2 18463 18854
1 39188 68996
1 31877 55118
3 60969 30022
3 96656 50299
3 27717 63089
3 37464 26543
2 65862 85007
1 93370 48320
1 29183 6793
3 28535 47666
3 56151 11251
3 6400 5275
3 2809 63303
1 11186 85300
1 78854 9041
2 35202 5228
2 11352 30575
3 45316 11908
2 30395 12941
3 48860 5516
3 71785 23803
3 91988 18188
2 81648 36780
2 12809 49324
2 17120 28707
2 34758 91561
2 69517 89396
2 46388 58259
3 47519 90034
2 35242 76484
2 86414 67013
3 69630 53723
3 11247 86821
3 17850 83298
2 82575 55100
1 73913 2697
1 7143 94144
2 36386 44959
3 86253 78508
1 3505 48835
3 58171 92689
3 12895 45706
2 39712 13660
3 10111 98547
1 2831 8322
2 98002 97169
2 42715 91401
1 60586 78237
3 18237 20645
1 91373 28797
3 33533 85316
1 98802 58618
3 99331 57125
2 17563 48866
3 44578 4253
1 76346 7514
2 28630 80850
1 77452 95725
2 48232 73869
3 83247 73386
3 26828 11693
3 76667 17244
1 65424 42128
2 93767 20938
1 32557 78843
3 2998 13920
3 44764 94371
2 99973 33622
1 77662 54729
2 5534 93751
3 83574 6479
3 85984 2501
1 60487 94903
1 68888 76166
2 19284 14733
3 73336 83696
2 93142 2735
1 85080 41001
2 80308 4526
1 91759 51582
1 17402 30415
3 83161 13927
1 6376 69242
2 64461 66021
1 43265 6988
2 66841 86095
3 19161 97110
2 60091 34489
1 83576 47000
1 2823 94548
2 58366 5727
3 16305 45671
1 23426 45390
2 35782 27623
3 48260 74437
3 35960 50342
2 4737 81083
2 31964 39944
2 85862 93143
3 60305 37720
2 434 9464
1 13868 41460
1 1755 88103
3 41493 11087
3 76706 88156
2 42267 13418
2 40295 87343
1 81593 56225
3 39632 31904
3 68113 81597
3 60697 14762
1 47628 71412
1 10621 46329
1 75665 58310
2 89287 94189
3 93637 1051
1 98051 47493
3 89498 43402
1 99141 31742
3 36396 47204
1 51411 25314
3 62752 70692
3 17039 21877
1 15854 36706
2 14820 15363
2 63790 20024
3 13865 80648
3 1695 18546
2 36335 63779
2 38665 61097
1 2635 75115
2 98996 76414
3 57491 98555
1 64653 97681
2 35135 33528
2 17883 38621
1 92986 70752
2 65900 16597
1 2766 39689
2 6613 58223
1 20127 1907
2 73023 86539
2 24044 59062
2 59945 5472
2 7290 24326
2 73146 1791
1 78150 44043
3 59114 96562
3 40912 15929
1 3649 3451
1 25264 45530
1 24596 55662
2 13649 35355
1 66134 96201
1 15363 94259
2 56087 55638
1 75990 64025
1 86222 57009
1 99362 41121
3 94083 3987
2 37453 10574
2 28694 53896
1 76582 63356
1 46481 75391
2 55130 68014
2 38036 93838
1 88543 1268
2 55487 22414
3 17091 85585
2 33686 78975
2 22752 32800
2 32383 24561
2 54016 68922
1 43803 40521
3 48417 80449
3 86639 20770
3 19316 54737
3 4610 58717
2 4458 59933
2 88803 23329
1 1142 83000
3 63229 84777
2 74585 97123
2 27803 76101
1 93273 96967
2 31805 48341
1 87642 93209
1 90345 83337
2 58988 49438
1 21873 57170
1 93839 48517
3 24860 25967
2 17943 48282
2 8298 75327
2 66492 33742
1 27579 49792
3 88506 23107
1 74084 24793
3 58562 2404
1 45997 35986
2 26226 70350
1 49501 6025
2 82068 30038
1 81158 41530
2 26145 92645
2 52854 98060
2 94863 87076
2 4425 70363
1 86046 85398
3 29928 92310
3 17248 32923
2 56904 88645
3 22976 277
1 94968 9518
1 74375 49378
1 96897 79640
3 13688 76504
2 60272 75458
2 7380 641
3 50648 36845
3 60900 85806
1 53115 2848
3 10963 466
1 52486 32646
2 78314 77964
2 49384 83214
3 42406 36182
1 65338 29216
2 27826 8736
3 27332 30551
3 22476 77168
3 96099 27343
2 10749 97339
3 32292 40910
3 55793 11615
1 90653 83730
2 30525 69680
3 97965 68630
1 47598 44257
3 49896 37484
1 70959 13964
2 19732 75571
2 71692 85344
2 90050 92549
1 65211 39241
1 87821 34179
2 85129 12866
2 82093 91209
3 41569 59688
1 74393 22503
2 97588 16771
3 30396 89432
1 46674 49032
1 59198 23883
1 54394 89517
2 87810 14888
2 92656 52313
2 7504 98888
3 37110 39202
2 28083 57300
2 51842 42243
1 36224 43396
3 95110 24840
2 21301 12847
3 55212 72370
3 46761 56064
1 56009 97625
1 80403 67620
2 37423 23367
1 86946 85008
1 42929 97160
1 24115 65173
2 96003 37798
2 89028 46488
3 10030 89014
3 6345 46900
3 50648 84642
1 17773 36054
2 64309 31438
1 348 16892
1 16382 60119
1 70938 50724
2 42412 67249
3 24090 8449
1 63638 75516
2 61378 37215
2 76622 51187
1 2831 88379
2 96315 71572
3 40802 29067
2 60896 28604
1 62387 57128
3 54247 51446
2 8005 82779
3 59574 41631
2 12511 67443
2 73895 59275
2 2303 45699
2 99366 70691
2 20941 95575
3 87221 70543
3 4290 21475
2 28376 62408
2 94117 90396
2 69754 84229
2 10618 36262
3 82338 53306
1 12489 23084
1 78917 64596
3 87022 54873
1 91908 30400
3 5893 22079
2 37057 88569
3 95818 58800
2 85130 72551
1 76963 76948
2 49286 29123
2 74469 54530
3 31052 29354
3 98467 76405
3 97794 69787
3 50594 22399
2 54009 15732
2 37460 25384
3 93772 43554
3 72542 86612
2 39148 62774
1 91128 41364
2 26975 98524
3 97413 68361
2 84838 73441
2 97532 10073
3 44090 98350
1 2203 13503
3 47179 6429
2 62149 71186
2 61766 68216
1 59620 464
1 76584 67456
3 16911 34430
1 56320 57909
1 82943 21607
3 34438 92442
1 47915 19340
1 81429 25763
3 64241 92732
2 88859 84984
1 38233 92178
1 63569 93766
1 24611 43708
3 47838 85081
3 84894 61814
1 25822 20670
3 81422 79628
2 27390 52720
1 93967 72287
2 11258 65222
3 97202 91826
1 5122 98356
1 60855 88155
2 80270 62401
2 95748 37964
1 18507 91050
3 71729 24614
1 87723 63766
2 12558 54370
3 88055 11674
2 97857 46391
3 67050 16245
3 34794 931
3 85143 48540
2 65060 76003
1 82058 18584
3 34940 43162
2 35866 69661
3 25646 46597
1 14749 76786
2 47166 51150
1 48088 79384
1 21551 79010
2 81650 87049
1 20996 18817
1 29783 55493
3 39248 98069
3 70194 3831
1 8812 9386
2 52168 15153
1 35569 56816
3 30950 83317
2 4850 70827
1 86972 91693
2 35743 13814
2 58755 51328
3 66968 80442
2 43167 94251
1 76370 92384
3 86674 15606
2 82340 19919
2 69470 50111
3 57767 46032
1 9621 62957
3 18348 21376
2 65641 38099
1 557 10272
3 90644 47680
2 86900 65234
2 62377 27627
1 83957 22251
3 72957 91239
3 98140 94893
3 34389 93255
1 90655 7649
1 38096 49210
1 45292 30800
2 2412 54641
1 36879 82723
2 62142 68678
2 30845 94457
1 65581 81986
1 81460 53477
2 55039 71492
3 82134 81886
1 61779 88477
1 63282 70443
1 19529 18441
3 39721 81200
2 98067 47707
2 32280 6839
2 10693 40260
2 93794 56412
3 39692 72764
2 36731 439
2 63516 67414
2 26242 76920
3 57291 64878
3 50307 80236
2 86024 26670
2 2449 93401
2 19548 87546
3 42593 43864
3 65025 89788
2 41635 93589
2 92347 52465
1 62053 17443
1 10245 84247
1 54303 78918
2 98729 27764
2 71942 57334
3 55668 63778
1 96530 60021
1 90833 25166
3 85465 86905
1 60162 86167
3 72468 63823
1 43098 9291
3 69799 69383
2 92453 716
1 3808 98927
2 63627 84425
2 7101 54550
1 72710 92814
3 80928 56227
1 5480 99158
3 93473 14637
1 18678 98921
3 94170 45020
3 99875 62704
1 28553 64832
1 87162 70887
1 81618 19355
3 96881 36490
2 68295 23391
3 7526 577
3 47488 67332
3 28329 91429
1 64010 15773
2 13546 70117
3 8964 31627
3 6017 3238
3 18653 26858
1 30797 61745
1 17581 22916
3 86339 8283
2 15425 441
3 91948 91717
2 62835 89806
2 73208 37684
2 26578 89261
3 52603 73086
2 59837 78903
2 76887 518
1 40163 63256
2 87758 62869
3 18646 94553
1 17291 97238
2 1663 43398
1 95866 53900
1 18351 98111
3 53181 19343
2 88721 13862
3 39067 26924
1 84225 61715
2 73595 41928
2 22865 63933
1 93854 2791
3 91040 41470
1 22227 79807
3 89231 7771
2 73837 50727
2 47474 20246
1 6838 53212
3 17124 91128
1 47148 63012
3 80372 45255
1 47165 59975
2 50894 43867
3 73517 49687
2 23324 45204
3 53243 74710
2 21845 3273
1 87119 37539
2 94484 23651
3 24788 51035
2 44737 57781
1 82647 90892
1 84820 21352
2 87498 19695
1 22018 60685
3 19257 22616
3 22505 32886
3 94324 47289
2 5730 35810
3 47046 50701
1 98723 59456
3 91020 69020
1 50363 78542
1 75948 86100
3 26398 24662
2 87789 68333
1 70673 27364
3 44200 91654
3 36966 95164
1 86252 22963
1 14421 24322
3 91772 1709
1 30841 64363
3 39567 50331
1 63300 47025
2 76146 23771
1 5507 47740
3 91710 6936
3 14630 73805
3 34908 94805
1 12159 59671
2 70282 11796
1 13469 42099
2 75097 96991
2 52838 37995
3 61271 24557
3 47716 34905
2 44839 94486
1 787 14713
1 2812 39662
1 67357 25170
1 29756 51028
3 25896 75727
1 93633 90996
1 59949 52797
1 11379 99597
3 18484 51762
1 64245 59452
1 12849 68814
1 28143 28643
2 90859 81337
2 46385 99243
3 61325 17509
3 25297 88767
1 67020 80896
2 58935 43886
1 24732 11294
3 64341 83046
1 79950 5332
1 14130 31699
3 43161 26167
3 46951 25897
3 91666 84984
1 45735 4842
2 21397 34146
3 28906 5870
2 58169 82898
2 25006 308
2 59949 80575
1 36942 74868
2 48754 20318
1 52579 28079
3 42651 35591
1 33260 55098
2 61741 79450
3 72339 35699
2 61528 83682
1 36203 63325
3 79639 55370
3 74581 7812
3 62735 39673
3 27505 86237
3 48170 38660
3 33498 63097
2 43846 33157
1 3239 7379
2 9046 33733
2 18129 61418
1 442 72530
1 99192 5284
3 89604 33484
3 89644 58567
3 49815 11292
2 6811 31522
3 5384 10854
3 74983 47043
1 92078 46137
2 20267 78902
3 70518 73367
2 83852 55567
1 26237 68935
3 86589 69752
2 35516 45489
3 94719 31240
1 44378 50727
1 96007 3293
2 26129 80853
3 39757 62129
3 14345 73641
1 21609 74872
1 83715 4568
1 64351 65805
3 72173 63240
3 84700 18847
1 89760 32057
2 41475 31203
2 85810 6070
1 92782 30334
3 4165 61198
3 86075 44033
3 54032 89696
2 65226 2655
3 17521 51817
2 1451 76313
1 25729 69261
1 98726 44727
1 47159 75481
3 26202 62477
1 60702 95011
2 95377 32548
3 12652 93574
2 62308 6905
1 35121 77921
3 26389 22660
2 73829 84675
3 10639 91861
2 32047 95581
2 5066 69018
2 7839 21908
1 73713 3576
1 15959 92586
2 67143 63399
2 31521 76677
3 58104 96116
2 37709 62744
2 28087 8572
2 24755 78590
3 39828 54143
2 89693 4649
1 85218 88510
2 46287 7314
2 78501 41339
1 75997 46641
2 45813 59141
1 81879 23043
3 2278 7516
1 15878 18977
3 27664 72868
2 21762 34389
3 57921 32602
1 914 6288
1 517 77817
2 68687 28606
2 30509 72808
3 3487 67955
2 90208 43192
3 68313 92968
3 48652 31483
3 13795 24163
2 14844 16891
1 56367 95940
2 61759 89547
3 90247 10586
3 91698 93742
1 68200 233
1 30962 40458
1 19989 4879
2 77074 76997
2 34915 33793
3 59062 78579
1 70863 53782
1 26176 98840
3 12097 38244
1 40403 5962
2 21072 50516
1 4493 14543
2 46227 49162
3 16662 20231
3 13327 62116
1 11439 18072
2 66104 84723
1 94750 75289
3 17091 52821
2 96116 14714
1 15089 68340
1 21508 28017
2 10794 50108
1 99440 8308
2 4947 26679
2 53894 10270
2 12981 76124
2 95784 80606
3 52068 84267
2 43525 44802
2 66603 73086
3 7623 32816
2 65737 69197
1 83501 52179
3 53866 3865
3 71519 65899
1 76467 18185
1 113 14006
2 64521 67042
3 59434 51774
3 78270 69253
1 77518 94839
3 16670 86300
1 19200 59714
3 18333 47490
1 86886 29905
3 67409 39306
1 26632 83619
2 37568 47949
1 54247 3291
2 61849 39811
1 71665 97479
3 5008 62504
3 33090 88532
2 49034 20552
1 74888 58950
3 5217 51
3 80353 57346
2 96137 61006
2 97497 44438
2 7114 78564
1 56501 18940
1 98134 97078
1 93323 65579
1 92775 28172
2 99880 30893
3 20029 55809
1 82162 52457
2 35411 41597
3 94868 53889
2 75689 66060
2 77775 32837
2 29190 3407
2 96744 85883
2 69323 58229
1 38439 44872
3 47113 40502
2 81791 25182
1 88311 7761
3 29447 52442
2 13588 44164
1 51769 37082
1 50280 94811
2 27002 23382
1 90426 44165
3 35961 65340
3 39941 36116
1 49219 55397
2 19755 10312
3 84830 75573
2 57753 3789
3 344 79969
1 85905 23889
1 97028 66661
3 85443 9048
1 18564 63469
2 22415 78719
3 75300 99430
3 28859 29769
2 62308 85961
1 51288 46688
3 20151 96674
3 69263 4422
3 85100 66636
2 17527 3043
2 2537 98603
2 54928 62543
2 30314 30120
2 30499 40310
1 91344 47747
2 3087 48217
2 33221 51429
1 6090 72427
1 51452 95453
2 51513 37983
2 71748 67113
3 15342 46122
3 35562 92901
2 68894 23723
2 97228 87404
3 71563 62663
2 7841 51390
3 67458 7599
1 96868 98932
3 4164 4066
2 26051 56035
2 21043 93301
2 22428 75090
3 42154 45588
3 94833 32841
3 43745 44185
2 9565 90709
1 83758 71663
2 76527 48949
2 61112 89959
3 9771 14826
1 67232 22124
1 62146 75260
3 13102 21913
3 12529 87466
2 97956 22774
2 95656 13644
3 40262 49879
1 24004 64956
2 74688 20509
2 79531 48530
3 40047 16409
1 43383 82822
1 59591 10746
2 84217 12683
2 64251 59464
2 95470 94630
3 74404 22790
2 89536 4668
2 40312 16260
1 88192 37677
2 67433 26775
2 88670 19788
1 26747 45381
3 25907 80119
2 99372 24739
1 82170 7545
1 4982 83043
2 53325 85173
1 75614 43981
2 42107 64252
2 4915 26393
3 33680 60080
1 19720 45127
2 60415 41534
3 36891 40673
2 97220 68455
1 48302 97218
1 14982 9996
2 12350 31906
1 21673 24099
1 40113 8327
3 15109 71804
2 42819 10300
2 37066 7188
3 86399 58865
3 4111 73898
1 34578 99619
3 69165 38014
3 95566 3605
1 99170 72801
2 87110 97197
3 80343 32945
3 44770 22866
3 85327 1512
2 86835 28785
3 45392 5950
3 25124 73551
2 23785 74185
2 26455 94493
3 97358 18844
1 36327 27629
2 62407 95337
3 98597 58106
2 35326 19028
2 99450 31502
1 29750 16681
3 83085 53367
1 53467 59133
2 37300 90729
1 20504 2999
3 70045 76165
3 87744 55420
1 78849 92876
3 76775 81846
1 42594 76810
3 70028 26678
2 83301 4459
2 7072 76827
3 88292 10606
2 44972 70473
2 63973 52886
1 21320 96509
1 18735 11211
1 28491 71779
1 30764 11939
3 82653 75872
2 90920 58327
2 31827 52365
3 12143 58258
3 71138 93073
2 58649 30004
3 98904 90982
1 45076 40600
2 8103 90857
1 91162 35828
1 80519 62355
2 27328 31688
1 30768 74131
1 84877 86559
2 48980 61781
3 99070 87044
1 17046 51676
2 88551 28960
1 77017 51688
2 95449 81903
1 41665 40616
3 92073 81744
3 66049 24952
2 70399 62332
1 30451 61011
1 72282 86805
3 64155 62277
1 28704 73128
3 42347 25405
2 76634 97063
1 58887 81102
3 55980 7469
1 93714 81071
1 754 76202
3 686 2754
2 46502 90557
1 6223 32321
3 45585 39948
2 12533 4908
1 45051 48739
1 31647 16309
3 33204 37360
1 93279 24659
2 61442 2345
3 2011 47461
2 88254 28684
2 54261 4251
1 69095 64568
2 52045 49248
3 94935 62021
1 55173 80176
1 68225 18418
2 94140 80675
1 1354 72767
1 51100 40013
2 57292 5145
2 52191 33573
3 37788 72238
2 33619 85865
3 39926 52744
1 31812 40264
2 63492 41190
2 46921 83885
3 66072 48779
1 14137 88535
3 99246 64556
2 38470 19194
1 40755 71584
1 52709 65746
2 66430 82923
2 228 53018
3 46628 92602
2 26859 99970
2 62899 2071
1 94841 92655
1 47520 49555
3 58926 41328
3 52754 19315
2 63466 21383
2 65299 40362
1 32431 12547
2 17432 24541
2 3987 73959
1 30015 60016
2 96798 55605
2 63038 28545
2 37443 13739
3 10745 77792
1 84042 59522
1 3318 64299
1 80818 98491
1 41036 85343
3 24733 23275
3 85920 7694
2 98843 88509
2 71549 83310
1 45766 63050
1 69157 92591
1 72815 70169
1 31887 98362
1 92674 10716
1 71497 42949
1 34579 23361
1 69844 56775
1 44082 24502
1 15290 1362
2 45950 38104
